"movie_name";"max.gross_to_date"
"Observe and Report";23790117
"Obsessed";67500481
"Ocean's Eleven";176851441
"Ocean's Thirteen";116956296
"Ocean's Twelve";125258243
"Ocean Waves";71014
"Oceans";11726625
"October Baby (2012)";2683000
"Oculus";27590095
"Office Christmas Party";49815176
"Oh My God?";22538
"Old Dogs";46528573
"Old Fashioned";1796481
"Old School";74650264
"Oldboy (2013)";2190524
"Oliver Twist";333722
"Olympus Has Fallen";98770220
"On the Beach at Night Alone";30413
"Once";9362948
"Once I Was a Beehive";732655
"Once Upon a Time in Mexico";49743338
"One Chance";84318
"One Day";10728650
"One Day Pina Asked...";13511
"One Direction: This is Us";12907574
"One For the Money";26361148
"One Hour Photo";31505974
"One Missed Call";26760162
"One Night at McCool's";2732894
"One Night with the King";10361157
"Only The Brave";18181288
"Only Yesterday (2016 re-release)";434118
"Oogieloves In The BIG Balloon Adventure";350348
"Open Range";57017719
"Open Season";77713114
"Open Water";24275000
"Orange County";34919494
"Orphan";41499509
"Osama";872967
"Other People";86740
"Ouija";50327385
"Ouija: Origin of Evil";25909815
"Our Brand Is Crisis (2015)";6956871
"Our Family Wedding";20217845
"Our Idiot Brother";24765453
"Our Kind of Traitor";3148784
"Out Cold";8577690
"Out in the Dark";15555
"Out of the Furnace";11321542
"Out of Time";40905277
"Outlander";147240
"Over the Hedge";154824220
"Oz The Great and Powerful";226521554
"P.K.";10596403
"P.S. I Love You";53591835
"P2";3922106
"Pacific Rim";101633506
"Paddington";76101024
"Pain and Gain";49775158
"Pan";35057457
"Pan's Labyrinth";37609596
"Pandorum";10244157
"Panic Room";88332590
"Panique (2017 re-release)";41536
"Papa: Hemingway in Cuba";1111079
"Paparazzi";15688358
"Paper Heart";1239753
"Paper Towns";31437484
"Paradise Now";1348772
"Paranoia";7378394
"Paranormal Activity";107792845
"Paranormal Activity 2";84612342
"Paranormal Activity 3";103971383
"Paranormal Activity 4";53886994
"Paranormal Activity: The Ghost Dimension";12735042
"Paranormal Activity: The Marked Ones";32233764
"ParaNorman";55995988
"Parental Guidance";77224641
"Parenthood";95527843
"Pariah";717198
"Paris, je t'aime";3751000
"Parker";17609982
"Passengers";239152
"Passengers (2016)";99924008
"Patch Adams";135014968
"Paterson";2085414
"Pathfinder: Legend of the Ghost Warrior";9490730
"Pathology";106106
"Paths of the Soul";27686
"Patriots Day";31758576
"Patti Cake$";288276
"Paul";36884770
"Paul Blart: Mall Cop";142641708
"Paul Blart: Mall Cop 2";71011697
"Paulie";26873230
"Pawn Sacrifice";2415125
"Paycheck";53790202
"Peaceful Warrior";931474
"Pearl Harbor";178277658
"Peepli Live";711902
"Penelope";9927480
"Penguins of Madagascar";83225930
"Penton: The John Penton Story";58257
"People I Know";43050
"People Like Us";3111303
"People Places Things";61752
"Percy Jackson & The Olympians: The Lightning Thief";88603078
"Percy Jackson: Sea of Monsters";68481744
"Perfect Stranger";21767902
"Perfume - The Story of a Murderer";2219691
"Persecuted";1525025
"Personal Velocity";641482
"Pete's Dragon (2016)";76166128
"Pete Seeger: The Power of Song";16131
"Peter Pan";48434235
"Phantom (2015)";289484
"Phantom Boy";20727
"Phantom Thread";527840
"Phat Girlz";6661038
"Phillauri";366456
"Philomena";37680047
"Phoenix Forgotten";3597076
"Phone Booth";46356618
"Pieces of April";2370451
"Piglet's Big Movie";22109694
"Pineapple Express";79918601
"Pinocchio";2297706
"Piranha 3D";24990412
"Pirate Radio";7949556
"Pirates of the Caribbean: At World's End";294223884
"Pirates of the Caribbean: Dead Man's Chest";409098046
"Pirates of the Caribbean: Dead Men Tell No Tales";172083066
"Pirates of the Caribbean: On Stranger Tides";231547893
"Pirates of the Caribbean: The Curse of the Black Pearl";301485093
"Pitch Black";23945581
"Pitch Perfect";64976858
"Pitch Perfect 2";181513690
"Pitch Perfect 3";63300605
"Pixels";77316849
"Planes";87733375
"Planes: Fire & Rescue";41172206
"Planet 51";41980000
"Planet of the Apes (2001)";84256039
"Playing for Keeps";12957535
"Point Break (2015)";28457841
"Pokemon: The First Movie";78123623
"Pokemon: The Movie 2000";33882997
"Poltergeist (2015)";47029025
"Pompeii";14646314
"Ponyo";11202338
"Pooh's Heffalump Movie";15762465
"Poolhall Junkies";102000
"Populaire";131674
"Poseidon";60583324
"Possession (2002)";5206215
"Post Grad";6361863
"Power Rangers (2017)";85348720
"Precious: Based on the Novel \"Push\" by Sapphire";47109625
"Predators";51648215
"Premam";822678
"Premium Rush";19924555
"Premonition";38183192
"Pressure Cooker";10776
"Priceless (2016)";1389969
"Pride";5363878
"Pride & Glory";15649224
"Pride (2014)";1194002
"Pride and Prejudice";17503000
"Pride and Prejudice and Zombies";10914625
"Priest";27949103
"Primary Colors";38494807
"Prime";22355470
"Prince of Persia: The Sands of Time";87221548
"Princess Kaiulani";872381
"Prisoners";60941804
"Professor Marston & the Wonder Women";1543623
"Project Almanac";21838790
"Project Nim";407384
"Project X";54645027
"Prom";3797518
"Prom Night (2008)";38773261
"Prometheus";126342539
"Promised Land (2012)";226360
"Proof";1674000
"Proof of Life";28191240
"Public Enemies";97047885
"Public Speaking";43477
"Pulling Strings";5644251
"Pulse";20217292
"Punch-Drunk Love";17555470
"Push";31746790
"Puss in Boots";149253694
"Quantum of Solace";165258802
"Quarantine";30001988
"Quartet";18254354
"Queen of Katwe";8850753
"Queen of the Damned";30268538
"R.I.P.D.";32948795
"Raavan";685960
"Rabbit Hole";2209677
"Race (2016)";18896520
"Race 2";1579940
"Race to Witch Mountain";54253949
"Racing Dreams";46660
"Racing Stripes";49122402
"Radio";50010406
"Radio Dreams";26612
"Radio Free Albemuth";6403
"Raees";2622832
"Raging Bull (25th Anniversary)";16014
"Raiders of the Lost Ark (IMAX)";3115115
"Rails & Ties";14900
"Raise Your Voice";10022374
"Raising Helen";35993743
"Raising Victor Vargas";589496
"Raja Natwarlal";83669
"Rambo";42077940
"Rambo III";47738455
"Rambo: First Blood Part II";43364293
"Ramona and Beezus";25890998
"Rams (Hr<fa>tar)";132585
"Ran (2016 re-issue)";44005
"Random Hearts";29504936
"Rango";123096807
"Rangrezz";6108
"Rat Film";22519
"Ratatouille";199832653
"Ratchet & Clank";8807022
"Raw (2017)";508425
"Ray";75089790
"Reaching for the Moon";42598
"Ready to Rumble";11961782
"Real Steel";74322602
"Reality Bites";20007165
"Rebound";16760711
"Recess: School's Out";35364462
"Red";90361887
"Red 2";52874328
"Red Dawn (2012)";44581670
"Red Dragon";92913320
"Red Eye";57432273
"Red Heat";33277002
"Red Riding Hood";37358896
"Red Tails";49873516
"Redemption (2013)";19977
"Redemption Road";22925
"Redline";6705934
"Reign of Fire";37818487
"Reign Over Me";12436201
"Reindeer Games";9297878
"Religulous";12889735
"Remember (Canada Release)";547009
"Remember Me";18987207
"Remember the Titans";88738685
"Rendition";8489000
"Reno 911!: Miami";20267583
"Rent";29008029
"Reparation";20855
"Repentance";170140
"Repo Men";12329935
"Repo: The Genetic Opera";124650
"Reprise";472136
"Rescue Dawn";5475012
"Reservation Road";116236
"Resident Evil";34386355
"Resident Evil: Afterlife";60128566
"Resident Evil: Apocalypse";50740078
"Resident Evil: Extinction";36826411
"Resident Evil: Retribution";38691289
"Resident Evil: The Final Chapter";26672789
"Resurrect Dead: The Mystery of the Toynbee Tiles";20669
"Resurrecting the Champ";3172382
"Return of the Jedi";45311004
"Return to Me";25039855
"Return to Never Land";47242312
"Revolutionary Road";22895230
"Ricki and the Flash";23672467
"Riddick";42025135
"Ride Along";133684465
"Ride Along 2";90752320
"Righteous Kill";39983772
"Rings";27400826
"Rio";143601223
"Rio 2";130849316
"Rise of the Guardians";103295837
"Rise of the Planet of the Apes";176598171
"Risen";36786225
"Risk";199641
"Rize";2022647
"Road to Perdition";104117482
"Road Trip";68466404
"Robin Hood";105190985
"RoboCop (2014)";47859215
"Robots";128197839
"Rock Dog";9292962
"Rock of Ages";38335817
"Rock The Kasbah";2320373
"Rocket Science";686663
"RockNRolla";5582509
"Rocky Balboa";70031283
"Rogue";9752
"Rogue One: A Star Wars Story";532171696
"Role Models";66367815
"Roll Bounce";17055450
"Roman J. Israel, Esq.";11851274
"Romeo and Juliet (2013)";1161040
"Romeo Must Die";53670898
"Rosewater";3125745
"Rough Night";22105643
"Rowdy Rathore";775304
"Royal Kill";50090
"Ruby Sparks";2498098
"Rugrats Go Wild";39260240
"Rugrats in Paris: The Movie";70565715
"Rules Don't Apply";2648587
"Rules of Engagement";50218007
"Rumor Has It";42980538
"Run All Night";26403824
"Run Fat Boy Run";5943248
"Runaway Bride";146976987
"Runaway Jury";49355770
"Runner Runner";19311220
"Running Scared";4037000
"Running with Scissors";3246757
"Rush (2013)";26151009
"Rush Hour 3";137669996
"RV";67546422
"S.W.A.T.";116567672
"Saala Khadoos";76931
"Sabotage (2014)";10444075
"Safe (2012)";16836712
"Safe Haven";71111430
"Safe House";125869550
"Safety Not Guaranteed";3980770
"Sahara";68642952
"Saheb Biwi Aur Gangster";3470
"Salinger";513566
"Salmon Fishing in the Yemen";8976224
"Salt";113655724
"Same Kind of Different as Me";6394006
"San Andreas";155102724
"Sanctum";23103365
"Sarah's Key";7687809
"Sarah Palin - You Betcha!";2082
"Saturday's Warrior";738003
"Satyagraha";262866
"Sausage Party";97663382
"Savages (2012)";47259580
"Savannah";23554
"Saved!";8167832
"Saving Mr. Banks";80326724
"Saving Private Ryan";215218158
"Saw";53386415
"Saw 10th Anniversary";311812
"Saw 3D";45690061
"Saw II";86996234
"Saw III";78731542
"Saw IV";63022806
"Saw V";56652813
"Saw VI";21265003
"Scarface (Re-issue)";698839
"Scary Movie";148793346
"Scary Movie 3";108497871
"Scary Movie 4";90705318
"Scary Movie 5";31814071
"Scatter My Ashes at Bergdorf's";478031
"Scent of a Woman";62993894
"Schindler's List";94826228
"School for Scoundrels";17709233
"School of Rock";81257845
"Schultze Gets the Blues";586899
"Scooby-Doo";153294164
"Scooby-Doo 2: Monsters Unleashed";84028931
"Scoop";3396000
"Scott Pilgrim vs. the World";31425255
"Scouts Guide to the Zombie Apocalypse";1333646
"Scream 3";78691489
"Scream 4";38180928
"Screwed";6865750
"Seabiscuit";120147445
"Season of the Witch";24657443
"Secondhand Lions";40440927
"Secret Window";47265946
"Secretariat";57622808
"See No Evil";14981506
"Seed: The Untold Story";203513
"Seeking a Friend for the End of the World";6292869
"Seeking Justice";409632
"Self/Less";12035071
"Selma";51920983
"Semi-Pro";33478046
"Separate Lies";763032
"Serenity";24877825
"Served Like a Girl";4082
"Serving Sara";16809224
"Settai";87660
"Seven Days in Utopia";4143418
"Seven Pounds";45938985
"Seven Psychopaths";14706383
"Seventh Son";16613660
"Sex and Death 101";23603
"Sex and the City";152509475
"Sex and the City 2";95127571
"Sex Drive";8396942
"Sex Tape";38176763
"Shall We Dance";33940119
"Shallow Hal";70836296
"Shame";3821807
"Shanghai Knights";59755035
"Shanghai Noon";22078731
"Shangri-La Suite";13376
"Shark Night 3D";18800432
"Shark Tale";160531869
"Shattered Glass";16702
"Shaun of the Dead";12893593
"Shaun the Sheep Movie";19146240
"She's Out of My League";30860760
"She's the Man";33721908
"Shem";5510
"Sherlock Holmes";208503672
"Sherlock Holmes: A Game of Shadows";186822252
"Shin Godzilla";1907790
"Shine a Light";5271107
"Shoot Down";73823
"Shooter";46766951
"Shopgirl";8967926
"Shorts";20876997
"Showtime";37528712
"Shrek";267620580
"Shrek 2";432040000
"Shrek Forever After";238091234
"Shrek the Third";320035124
"Shrink";188776
"Shut In";6894711
"Shut Up and Sing";1120005
"Shutter";25642882
"Shutter Island";127845041
"Sicario";46770373
"Sicko";24481743
"Side Effects (2013)";32007756
"Sideways";71479322
"Signature Move";18065
"Signs";221296435
"Silence (2016)";6524927
"Silent Hill";34267462
"Silent Hill: Revelation 3D";17428837
"Silent House";12751670
"Silent Light";51665
"Silent Night";3359
"Silk";1085588
"Silver Linings Playbook";132083281
"Simone";6633660
"Sin City";70069000
"Sin Nombre";2520917
"Sinbad: Legend of the Seven Seas";26125592
"Sing";270322940
"Sing Street";3086428
"Singham";349814
"Singin' in the Rain (Re-issue)";74169
"Singularity";4176
"Sinister";48061556
"Sinister 2";27528519
"Sisters";86978220
"Skateland";17963
"Sky Captain and the World of Tomorrow";37653108
"Sky High";56406404
"Skyfall";290904271
"Skyline";20376825
"Sleepless";20682480
"Sleepwalking";166026
"Sleepy Hollow";63526051
"Sleight";3928745
"Slither";1361495
"Slumdog Millionaire";141206357
"Small Soldiers";54527442
"Small Time Crooks";17013801
"Smart People";9489318
"Smokin' Aces";35354501
"Smurfs: The Lost Village";45012984
"Snakes on a Plane";28535193
"Snatched";45663809
"Snitch";42359151
"Snow Angels";402694
"Snow Day";43665644
"Snow Dogs";73215944
"Snow Falling on Cedars";14105933
"Snow Flower and the Secret Fan";1324090
"Snow White and the Huntsman";155002420
"Snowden";21383004
"Snowpiercer";4553721
"Solaris";14838227
"Solitary Man";4359937
"Something's Gotta Give";122736489
"Something Borrowed";38576553
"Something From Nothing: The Art of Rap";287909
"Somewhere";1771888
"Son of God";59592332
"Son of Rambow";1773618
"Son of the Mask";14208000
"Song of the Sea";841880
"Sorority Boys";8067440
"Sorority Row";11950151
"Soul Men";12081016
"Soul Plane";13950307
"Soul Surfer";41459060
"Sound City";120514
"Sound of My Voice";333350
"Source Code";54577398
"South Park - Bigger, Longer and Uncut";4853426
"Southpaw";52417159
"Southside with You";6303940
"Space Chimps";29826281
"Space Cowboys";65894454
"Spanglish";26486622
"Spare Parts";3584050
"Sparkle (2012)";24397469
"Spartan";4209915
"Spectre";200069575
"Speed Racer";43906271
"Spider";1416488
"Spider-Man";395874471
"Spider-Man 2";373068126
"Spider-Man 3";333518162
"Spider-Man: Homecoming";334201140
"Spirit of the Game";196626
"Spirit: Stallion of the Cimarron";72385323
"Spirited Away";9941069
"Splice";16995787
"Split";138120085
"Spotlight";44954808
"Spread";240981
"Spring Breakers";14105322
"Spun";386391
"Spy";110359931
"Spy Game";62245810
"Spy Kids";93939805
"Spy Kids 2: The Island of Lost Dreams";65415933
"Spy Kids 3D: Game Over";106198324
"Spy Kids: All the Time in the World";38518996
"St. Vincent";44133216
"Stage Beauty";779585
"Stalingrad (2014)";1006179
"Stand Up Guys";3283684
"Star Trek";257721833
"Star Trek Beyond";158279010
"Star Trek Into Darkness";227901486
"Star Trek: Nemesis";43084408
"Star Wars: Episode I - The Phantom Menace";427607869
"Star Wars: Episode I - The Phantom Menace (in 3D)";43433139
"Star Wars: Episode II - Attack of the Clones";302184643
"Star Wars: Episode III - Revenge of the Sith";380194417
"Star Wars: The Clone Wars";35104604
"Star Wars: The Force Awakens";934216519
"Star Wars: The Last Jedi";517218368
"Starbuck (U.S. only)";274481
"Stardust";37812484
"Starship Troopers";51005214
"Starsky and Hutch";88214912
"Starter for 10";51611
"State of Play";36566450
"State Property 2";1668113
"Stay";3406205
"Stay Alive";14440324
"Stealing Harvard";12800519
"Stealth";13251545
"Steamboy";326361
"Step (2017)";1016599
"Step Brothers";97926025
"Step Into Liquid";1610306
"Step Up";52880795
"Step Up 2 the Streets";44624434
"Step Up 3-D";40036258
"Step Up All In";14901154
"Step Up Revolution";35057332
"Stepmom";90261196
"Steve Jobs";17707038
"Stevie";10585
"Stick It";24745000
"Stigmata";41939762
"Still Alice";11244000
"Stir of Echoes";16458229
"Stoker";1699841
"Stomp the Yard";51490354
"Stone";1745519
"Stonewall (2015)";144942
"Stop-Loss";10869455
"Stories We Tell";1598149
"Storks";72414850
"Straight Outta Compton";160385790
"Strange Magic";9057705
"Strange Wilderness";6544881
"Stranger Than Fiction";33554685
"Straw Dogs (2011)";9775259
"Street Fighter";32536665
"Street Fighter: The Legend of Chun-Li";8566786
"Street Kings";26219404
"Streets of Legend";5262
"Stronger";4211129
"Stuart Little";123295392
"Stuart Little 2";60965391
"Stuck on You";33797950
"Submarine";449303
"Suburbicon";3465661
"Sucker Punch";36046962
"Suffragette";4657235
"Suicide Squad";324700206
"Sully";124976335
"Summer Wars";72595
"Sunshine";3665898
"Sunshine Cleaning";12039091
"Super 8";126147228
"Super Babies: Baby Geniuses 2";3884733
"Super Capers";30695
"Super Dark Times";14794
"Super Size Me";4934453
"Super Troopers";18490641
"Superbad";118858438
"Supercross";2923721
"Superhero Movie";25838692
"Superman Returns";200075112
"Supermensch: The Legend of Shep Gordon";209674
"Superstar";23508841
"Surf's Up";53049567
"Surrogates";18168779
"Surviving Christmas";7980427
"Suspect Zero";8676181
"Sweeney Todd: The Demon Barber of Fleet Street";52645834
"Sweet Home Alabama";108848902
"SwimFan";28406126
"Swimming Pool";8887276
"Swiss Army Man";4184161
"Sydney White";11722075
"Sympathy for Delicious";6138
"Syriana";50615910
"T2: Trainspotting";2289243
"Take Me Home Tonight";6837798
"Take the Lead";32504720
"Taken";144865957
"Taken 2";139779293
"Taken 3";88982382
"Takers";57381628
"Taking Lives";32682342
"Taking Woodstock";7455731
"Talaash";2853901
"Tales from Earthsea";48315
"Tales of the Night";10975
"Talk to Her";9156118
"Talk to Me";2034000
"Talladega Nights: The Ballad of Ricky Bobby";147324566
"Tamasha";1463071
"Tammy";84426121
"Tangled";189725515
"Tanna";16848
"Taxi";32700351
"Teacher's Pet";5898504
"Team America: World Police";32736542
"Tears of the Sun";43523298
"Ted";218118550
"Ted 2";80197595
"Teenage Mutant Ninja Turtles (2014)";190241574
"Teenage Mutant Ninja Turtles: Out of the Shadows";81996273
"Tees Maar Khan";950611
"Teeth";343211
"Tenacious D in: The Pick of Destiny";6107454
"Tere Naal Love Ho Gaya";117767
"Term Life";9305
"Terminator 2: Judgment Day";199885025
"Terminator 3: Rise of the Machines";150171316
"Terminator Salvation";125289981
"Terminator: Genisys";89397967
"Tetro";196046
"Texas Chainsaw 3D";34341945
"Texas Killing Fields";35067
"Teza";22244
"Thaandavam";129044
"Thank You (2011)";461723
"Thank You for Smoking";24678821
"Thank You for Your Service";17644
"Thank You for Your Service (2017)";4544325
"Thanks for Sharing";1065881
"Tharlo";6804
"That's My Boy";33752812
"That Awkward Moment";26052985
"That Evening Sun";273957
"The 11th Hour";703464
"The 13th Warrior";31214694
"The 33";12049242
"The 40-Year-Old Virgin";108958703
"The 5th Wave";34785676
"The 6th Day";26551624
"The A-Team";77108589
"The Abandoned";1002000
"The Accountant";85856696
"The Adjustment Bureau";61617790
"The Adventures of Pluto Nash";4413534
"The Adventures of Rocky & Bullwinkle";25986530
"The Adventures of Sharkboy and Lavagirl in 3D";32801976
"The Adventures of Tintin";76961709
"The Age of Adaline";42510097
"The Alamo (2004)";20618585
"The Alphabet Killer";26887
"The Amazing Spider-Man";261765954
"The Amazing Spider-Man 2";200245707
"The American";35596227
"The Amityville Horror (2005)";52981279
"The Angry Birds Movie";107487453
"The Ant Bully";28015655
"The Apparition";4901283
"The Aristocrats";243796
"The Army of Shadows (2015 re-release)";13833
"The Art of Getting By";1423772
"The Artist";44585292
"The Assassination of Jesse James by the Coward Robert Ford";3909149
"The Astronaut Farmer";10748698
"The Aviator";93898000
"The B-Side: Elsa Dorfman's Portrait Photography";113266
"The Back-Up Plan";37291632
"The Bad Batch";128820
"The Banger Sisters";30246182
"The Bank Job";30012734
"The Barbarian Invasions";188217
"The Battle of Algiers (2016)";55212
"The Battle of Shaker Heights";186599
"The Beaver";970816
"The Beguiled (2017)";10436819
"The Belko Experiment";9697090
"The Benchwarmers";52768049
"The Best Exotic Marigold Hotel";46313976
"The Best Man";17937760
"The Best Man Holiday";70313550
"The Best of Me";26703582
"The BFG";55400479
"The Bicycle Thief (2009 re-issue)";513
"The Big Bounce";6424223
"The Big Gay Musical";21802
"The Big Short";70177618
"The Big Sick";42776103
"The Big Wedding";21799542
"The Big Year";7166399
"The Birth of a Nation";15142750
"The Black Dahlia";20180090
"The Blackcoat's Daughter";3510
"The Blind Side";255914695
"The Bling Ring";5744664
"The Book of Eli";94753185
"The Book of Henry";3684107
"The Book of Life (2014)";50059280
"The Book Thief";21241928
"The Boondock Saints II: All Saints Day";10210933
"The Boss";62758195
"The Boss Baby";174952304
"The Bounty Hunter";65652479
"The Bourne Identity";121298755
"The Bourne Legacy";113044815
"The Bourne Supremacy";176067625
"The Bourne Ultimatum";226549845
"The Box";15025279
"The Boxtrolls";50829696
"The Boy (2016)";35819556
"The Boy and the Beast";490643
"The Boy in the Striped Pajamas";8721222
"The Boy Next Door";35206020
"The Boys Are Back";768634
"The Boys: The Sherman Brothers' Story";31883
"The Brave One";36533773
"The Breadwinner";214640
"The Break-Up";118611950
"The Brothers Bloom";3507570
"The Brothers Grimm";18824000
"The Brothers Grimsby";6795847
"The Bucket List";93444925
"The Butterfly Effect";55377579
"The Bye Bye Man";21957246
"The Cabin in the Woods";41919358
"The Cable Guy";50451572
"The Call";51670280
"The Campaign";86624045
"The Case for Christ";14567512
"The Cat in the Hat";98050995
"The Cave";14802508
"The Caveman's Valentine";686189
"The Change-Up";34897880
"The Choice";18730891
"The Chronicles of Narnia: Prince Caspian";137822712
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe";278379730
"The Chronicles of Narnia: The Voyage of the Dawn Treader";104319010
"The Chronicles of Riddick";57127060
"The Circle (2017)";20412670
"The Clearing";5713107
"The Cokeville Miracle";1345590
"The Cold Light of Day";3749061
"The Collection";1158063
"The Collector";7547513
"The Comebacks";13174716
"The Company Men";4410920
"The Concert";651541
"The Condemned";4125721
"The Congressman";67732
"The Conjuring";137400141
"The Conjuring 2";102119412
"The Conspirator";11538092
"The Constant Gardener";28852000
"The Contender";17871407
"The Cooler";171621
"The Core";31094886
"The Counselor";16952766
"The Count of Monte Cristo";45578772
"The Country Bears";7836998
"The Cove";853767
"The Covenant";21925235
"The Crazies";38833315
"The Cremaster Cycle";16774
"The Crime of Monsieur Lange (2017 re-release)";26265
"The Croods";187105205
"The Curious Case of Benjamin Button";127070295
"The Curse of the Jade Scorpion";7393546
"The Da Vinci Code";208140895
"The Dancer Upstairs";2366864
"The Danish Girl";11011016
"The Darjeeling Limited";11841549
"The Dark Knight";533292620
"The Dark Knight Rises";448065058
"The Dark Tower";50514768
"The Darkest Hour";21441644
"The Darkness";10753574
"The Day";5304
"The Day After Tomorrow";186658429
"The Day the Earth Stood Still (2008)";79273566
"The Death of Louis XIV";24040
"The Debt";31155029
"The Departed";131881315
"The Departure";23100
"The Descendants";82415384
"The Descent";25908032
"The Devil's Advocate";60667653
"The Devil's Double";1214857
"The Devil's Rejects";12537942
"The Devil's Violinist";5339
"The Devil Inside";53196006
"The Devil Wears Prada";124724787
"The Dhamma Brothers";34313
"The Dictator";59044625
"The Dilemma";48441290
"The Dinner";1313698
"The Disappearance of Alice Creed";158816
"The Disappearance of Eleanor Rigby";583642
"The Disappointments Room";2400144
"The Disaster Artist";17861795
"The Divergent Series: Allegiant";66166201
"The Divergent Series: Insurgent";130027397
"The Diving Bell and the Butterfly";3279382
"The Dog Wedding";28999
"The Door in the Floor";1883390
"The Double";29828
"The Dreamers";2499901
"The Drop";9902058
"The Dry Land";5221
"The Duchess";13759842
"The DUFF";33919179
"The Dukes of Hazzard";79631842
"The Eagle";19455876
"The East";2252500
"The Edge of Seventeen";14394402
"The Education of Charlie Banks";9916
"The Emoji Movie";86089513
"The Emperor's Club";13673240
"The Emperor's New Groove";47465336
"The Equalizer";100011780
"The Ex";3088409
"The Exception";682043
"The Exiles (re-issue)";22187
"The Exorcism of Emily Rose";65463231
"The Expendables";102285058
"The Expendables 2";84740505
"The Expendables 3";39003520
"The Express";9476785
"The Eye";31307143
"The Fall";2258118
"The Fallen Idol (2016 re-issue)";48351
"The Family (2013)";36912954
"The Family Man";75748125
"The Family Stone";59964554
"The Fast and the Furious";144527815
"The Fast and the Furious: Tokyo Drift";62423335
"The Fate of the Furious";225337490
"The Fault in our Stars";124597938
"The Fifth Element";62012050
"The Fifth Estate";3154931
"The Fighter";93617009
"The Fighting Temptations";30104999
"The Final Cut";529194
"The Final Destination";66216755
"The Final Season";1093882
"The Finest Hours";10288932
"The First Basket";18995
"The First Saturday in May";104361
"The Five-Year Engagement";28104755
"The Flintstones";130129090
"The Flintstones in Viva Rock Vegas";34939595
"The Florida Project";5297299
"The Fluffy Movie";1839952
"The Fog (2005)";25578909
"The Foot Fist Way";232521
"The Forbidden Kingdom";51662478
"The Foreigner";34140587
"The Forest";26493789
"The Forgotten";64541093
"The Forsaken";3262999
"The Founder";12736019
"The Fountain";10120268
"The Four Feathers";18091052
"The Fourth Kind";25396720
"The Freedom to Marry";14011
"The Future";565249
"The Gallows";22650944
"The Gambler";33567207
"The Game Plan";89090385
"The Ghost Writer";15331639
"The Gift (2015)";43719191
"The Girl Next Door";14507466
"The Girl on the Train (2016)";74938420
"The Girl with the Dragon Tattoo (2011)";98534032
"The Girl Without Hands";16009
"The Giver";45083269
"The Glass Castle";17138061
"The Golden Boys";43501
"The Golden Compass";59863000
"The Good Dinosaur";110716470
"The Good German";1287507
"The Good Girl";13996753
"The Good Guy";68434
"The Good Lie";2702251
"The Good Shepherd";59881435
"The Good Thief";3494009
"The Goods: Live Hard, Sell Hard";15117707
"The Graduate: 45th Anniversary Reunion";33967
"The Grand";115247
"The Grand Budapest Hotel";59211905
"The Grand Seduction";3390506
"The Grandmaster";6513420
"The Great Debaters";30205847
"The Great Flood";8941
"The Great Gatsby (2013)";144289136
"The Great Invisible";3021
"The Great Wall";45079020
"The Greatest Game Ever Played";14753839
"The Greatest Showman";49036718
"The Green Hornet";96683199
"The Green Inferno";7183299
"The Green Mile";131247262
"The Grey";51457066
"The Grudge";107956792
"The Grudge 2";36445636
"The Guardian";50292428
"The Guilt Trip";37017679
"The Gunman";10664749
"The Guru";3049410
"The Hangover";277244014
"The Hangover Part II";254325595
"The Hangover Part III";112050438
"The Happening";64485596
"The Hateful Eight";54008144
"The Haunted Mansion";67016288
"The Haunting";91307903
"The Haunting in Connecticut";54614672
"The Haunting of Molly Hartley";13556518
"The Heart Specialist";1066739
"The Heartbreak Kid";36741938
"The Heat";159568142
"The Help";166951076
"The Hero";4032930
"The Hills Have Eyes";41371948
"The Hills Have Eyes 2";20512781
"The History Boys";2659921
"The Hitcher (2007)";14176000
"The Hitchhiker's Guide to the Galaxy";48856974
"The Hitman's Bodyguard";75454767
"The Hoax";6286000
"The Hobbit: An Unexpected Journey";302849493
"The Hobbit: The Battle of the Five Armies";255113783
"The Hobbit: The Desolation of Smaug";258216400
"The Holiday";50029085
"The Holy Land";370011
"The Homesman";2409225
"The Honeymooners";12802068
"The Hornet's Nest";312706
"The Host";1363000
"The Host (2013)";25932531
"The Hot Chick";35080343
"The Hours";41360905
"The House";25584504
"The House Bunny";47528112
"The Human Stain";4728987
"The Hundred-Foot Journey";52743147
"The Hunger Games";407936467
"The Hunger Games: Catching Fire";424650752
"The Hunger Games: Mockingjay - Part 1";336645139
"The Hunger Games: Mockingjay - Part 2";280737534
"The Hunted";33935942
"The Hunting Ground";378145
"The Hunting Party";876763
"The Huntsman: Winter's War";47611650
"The Hurt Locker";12505375
"The Ice Harvest";5800000
"The Ides of March";40796111
"The Illusionist";39863152
"The Imitation Game";91087426
"The Immigrant";1994086
"The Impossible";18818962
"The Imposter";64547
"The In-Laws";20453431
"The Incredible Burt Wonderstone";22479868
"The Incredible Hulk";134500425
"The Incredibles";248939765
"The Inevitable Defeat of Mister and Pete";494608
"The Infiltrator";15269611
"The Informant!";33281865
"The Intern";75574886
"The International";20582197
"The Internship";44635732
"The Interpreter";71896680
"The Interview (2014)";3552778
"The Intouchables (U.S.-only)";10145870
"The Invasion";15049248
"The Invention of Lying";18345236
"The Invisible";19410621
"The Iron Lady";29363370
"The Iron Ministry";2553
"The Island";35690849
"The Italian Job";106120054
"The Jacket";6251496
"The Jane Austen Book Club";400666
"The Joneses";1466519
